area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_num,price_inr,price_per_sqft,is_ready
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1553,3.0,2.0,83.09,3,1553.0,8309000.0,5350.289761751449,0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1280,2.0,2.0,52.0,2,1280.0,5200000.0,4062.5,1
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Arade A,1550,2.0,2.0,75.0,3,1550.0,7500000.0,4838.709677419355,1
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1445,2.0,2.0,125.0,3,1445.0,12500000.0,8650.519031141868,1
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,PintsAp,1550,3.0,2.0,74.0,3,1550.0,7400000.0,4774.193548387097,1
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1515,2.0,1.0,80.91,3,1515.0,8091000.0,5340.59405940594,1
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1332,2.0,1.0,86.12,3,1332.0,8612000.0,6465.465465465465,0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Briumri,1652,3.0,2.0,70.0,3,1652.0,7000000.0,4237.28813559322,1
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1570,3.0,1.0,105.0,3,1570.0,10500000.0,6687.898089171975,1
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,5400,4.0,3.0,725.0,4,5400.0,72500000.0,13425.925925925925,1
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,794,1.0,1.0,60.0,1,794.0,6000000.0,7556.675062972292,1
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,,1200,2.0,0.0,62.0,3,1200.0,6200000.0,5166.666666666667,1
Built-up  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,RBRWAyo,3600,3.0,2.0,410.0,4,3600.0,41000000.0,11388.888888888889,1
Plot  Area,Ready To Move,Hosakerehalli,3 Bedroom,,1200,3.0,2.0,175.0,3,1200.0,17500000.0,14583.333333333334,1
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,,1650,3.0,1.0,220.0,4,1650.0,22000000.0,13333.333333333334,1
Super built-up  Area,Ready To Move,HRBR Layout,3 BHK,VDenaWa,2800,3.0,2.0,250.0,3,2800.0,25000000.0,8928.57142857143,1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SocusHi,1750,3.0,2.0,110.0,3,1750.0,11000000.0,6285.714285714285,1
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1053,2.0,1.0,48.0,2,1053.0,4800000.0,4558.404558404558,1
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0,3,1100.0,5300000.0,4818.181818181818,0
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Srhan P,1665,3.0,3.0,70.0,3,1665.0,7000000.0,4204.204204204204,1
Plot  Area,Ready To Move,Outer Ring Road East,4 Bedroom,PrstaTe,4051,4.0,3.0,345.0,4,4051.0,34500000.0,8516.415699827203,1
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,5500,5.0,1.0,1500.0,4,5500.0,150000000.0,27272.727272727272,1
Built-up  Area,Ready To Move,Bommasandra,3 BHK,KBaleoy,1447,3.0,2.0,80.0,3,1447.0,8000000.0,5528.6800276434005,1
Built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1012,2.0,1.0,75.0,2,1012.0,7500000.0,7411.067193675889,1
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,Saestde,1900,3.0,2.0,60.0,3,1900.0,6000000.0,3157.8947368421054,1
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,92.66,2,1308.0,9266000.0,7084.0978593272175,1
Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,,3250,4.0,2.0,230.0,4,3250.0,23000000.0,7076.923076923077,1
Super built-up  Area,Ready To Move,Hormavu,1 BHK,,1351,2.0,1.0,53.0,1,1351.0,5300000.0,3923.019985196151,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,,1000,2.0,2.0,22.0,2,1000.0,2200000.0,2200.0,1
Plot  Area,Ready To Move,J P Nagar 7th Phase Ramayya City,4 Bedroom,,1200,4.0,2.0,350.0,4,1200.0,35000000.0,29166.666666666668,1
Super built-up  Area,18-Aug,Gunjur,2 BHK,BMineis,1140,2.0,2.0,49.11,2,1140.0,4911000.0,4307.894736842105,0
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,2249.81 - 4112.19,4.0,0.0,260.5,4,3181.0,26050000.0,8189.248663942157,0
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,1.0,55.0,3,1250.0,5500000.0,4400.0,1
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290,3.0,3.0,45.15,3,1290.0,4515000.0,3500.0,1
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1424,2.0,2.0,90.0,2,1424.0,9000000.0,6320.224719101124,1
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1320,2.0,2.0,60.6,3,1320.0,6060000.0,4590.909090909091,1
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,85.5,3,1662.0,8550000.0,5144.404332129964,1
Super built-up  Area,Ready To Move,Shanthala Nagar,5 BHK,Kierser,8321,5.0,3.0,2700.0,5,8321.0,270000000.0,32448.02307414974,1
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,45.0,2,1200.0,4500000.0,3750.0,1
Built-up  Area,Ready To Move,Koramangala,3 BHK,Jalonht,1975,3.0,2.0,210.0,3,1975.0,21000000.0,10632.911392405063,1
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1295,2.0,2.0,59.5,3,1295.0,5950000.0,4594.594594594595,1
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1777,3.0,2.0,100.0,3,1777.0,10000000.0,5627.462014631401,1
Super built-up  Area,18-Apr,Kadugodi,3 BHK,,1900,3.0,2.0,108.0,3,1900.0,10800000.0,5684.210526315789,0
Super built-up  Area,17-Jul,Anandapura,3 BHK,ViensRK,1576,3.0,2.0,59.1,3,1576.0,5910000.0,3750.0,0
Super built-up  Area,Ready To Move,Sompura,2 BHK,,1020,2.0,3.0,41.0,2,1020.0,4100000.0,4019.607843137255,1
Super built-up  Area,Ready To Move,Green Domain Layout,3 BHK,,2100,3.0,3.0,170.0,3,2100.0,17000000.0,8095.238095238095,1
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1.0,1.0,31.75,1,648.0,3175000.0,4899.691358024691,0
Super built-up  Area,Ready To Move,Neeladri Nagar,3 BHK,AdingSV,1167,2.0,1.0,38.0,3,1167.0,3800000.0,3256.212510711225,1
Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1220,2.0,2.0,50.89,2,1220.0,5089000.0,4171.311475409836,1
Super built-up  Area,Ready To Move,Kogilu,3 BHK,Leora E,2350,5.0,1.0,327.0,3,2350.0,32700000.0,13914.893617021276,1
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1259,2.0,1.0,67.4,2,1259.0,6740000.000000001,5353.455123113583,1
Built-up  Area,Ready To Move,Gottigere,4 Bedroom,,2000,4.0,2.0,82.0,4,2000.0,8200000.0,4100.0,1
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1800,3.0,1.0,80.0,3,1800.0,8000000.0,4444.444444444444,1
Built-up  Area,Ready To Move,Cleveland Town,3 BHK,Coner C,1991,3.0,2.0,160.0,3,1991.0,16000000.0,8036.162732295329,1
Super built-up  Area,Ready To Move,Bannerghatta,3 BHK,,1665,3.0,3.0,110.0,3,1665.0,11000000.0,6606.606606606607,1
Built-up  Area,20-Dec,"Hoodi Circle,",2 BHK,,1234,2.0,1.0,61.0,2,1234.0,6100000.0,4943.273905996759,0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1340,2.0,2.0,64.31,3,1340.0,6431000.0,4799.253731343284,1
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1170,2.0,2.0,46.79,2,1170.0,4679000.0,3999.1452991452993,1
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,995,2.0,0.0,46.0,2,995.0,4600000.0,4623.115577889447,1
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1075,2.0,2.0,60.0,2,1075.0,6000000.0,5581.395348837209,1
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1025,2.0,1.0,54.5,2,1025.0,5450000.0,5317.073170731707,0
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRodsen,2721,3.0,2.0,113.0,3,2721.0,11300000.0,4152.884968761485,1
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,2000,3.0,2.0,99.0,3,2000.0,9900000.0,4950.0,1
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Sanne E,2500,4.0,3.0,155.0,4,2500.0,15500000.0,6200.0,1
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2.0,2.0,70.0,2,1325.0,7000000.0,5283.018867924528,1
Super built-up  Area,18-Apr,Kadugodi,2 BHK,Alestrb,1314,2.0,3.0,68.2,2,1314.0,6820000.0,5190.258751902587,0
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,2265,3.0,2.0,136.0,3,2265.0,13600000.0,6004.415011037528,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,7 Bedroom,,4800,7.0,0.0,170.0,7,4800.0,17000000.0,3541.6666666666665,1
Super built-up  Area,21-Dec,Yelahanka,2 BHK,,1026,2.0,1.0,41.0,2,1026.0,4100000.0,3996.101364522417,0
Built-up  Area,Ready To Move,Syndicate Bank Colony,3 BHK,,1200,3.0,2.0,66.0,3,1200.0,6600000.0,5500.0,1
Built-up  Area,Ready To Move,Kada Agrahara,3 BHK,ARineha,2220,4.0,2.0,65.0,3,2220.0,6500000.0,2927.927927927928,1
Super built-up  Area,18-Sep,KR Puram,2 BHK,MCnexva,1070 - 1315,2.0,0.0,51.22,2,1192.5,5122000.0,4295.17819706499,0
Super built-up  Area,18-Dec,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.39,2,1420.0,9939000.0,6999.295774647887,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1888,4.0,1.0,95.0,3,1888.0,9500000.0,5031.779661016949,1
Super built-up  Area,18-May,JP Nagar,2 BHK,Shestut,1300,2.0,1.0,90.87,2,1300.0,9087000.0,6990.0,0
Super built-up  Area,18-May,Rajaji Nagar,2 BHK,Pumesim,1216,2.0,0.0,97.16,2,1216.0,9716000.0,7990.131578947368,0
Plot  Area,19-Dec,"Off Sarjapur road,",4 Bedroom,,3000,4.0,3.0,342.0,4,3000.0,34200000.0,11400.0,0
Built-up  Area,Ready To Move,Begur,3 BHK,,1559,3.0,2.0,63.0,3,1559.0,6300000.0,4041.0519563822963,1
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1290,2.0,1.0,87.0,2,1290.0,8700000.0,6744.186046511628,1
Plot  Area,Ready To Move,M C Layout,6 Bedroom,,2400,6.0,2.0,245.0,6,2400.0,24500000.0,10208.333333333334,1
Built-up  Area,18-Jun,Whitefield,1 BHK,,905,1.0,1.0,55.0,1,905.0,5500000.0,6077.348066298343,0
Built-up  Area,Ready To Move,Nanjappa Layout,2 BHK,AnazaPl,1069,2.0,1.0,55.0,2,1069.0,5500000.0,5144.9953227315245,1
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2 BHK,,829,2.0,1.0,22.8,2,829.0,2280000.0,2750.301568154403,0
Built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1900,2.0,1.0,200.0,2,1900.0,20000000.0,10526.315789473685,1
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1300,3.0,2.0,60.0,3,1300.0,6000000.0,4615.384615384615,1
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1115,2.0,1.0,33.45,2,1115.0,3345000.0000000005,3000.0000000000005,1
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2409,3.0,2.0,360.0,3,2409.0,36000000.0,14943.960149439601,1
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2150,4.0,2.0,125.0,3,2150.0,12500000.0,5813.953488372093,1
Super built-up  Area,19-Mar,Marathahalli,3 BHK,Unezes ,1305,2.0,1.0,69.0,3,1305.0,6900000.0,5287.35632183908,0
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,GolusLi,1252,2.0,1.0,56.32,2,1252.0,5632000.0,4498.402555910543,0
Plot  Area,Ready To Move,Hosakerehalli,5 Bedroom,,2400,5.0,2.0,250.0,5,2400.0,25000000.0,10416.666666666666,1
Plot  Area,18-Sep,Whitefield,2 Bedroom,,1200,2.0,1.0,46.13,2,1200.0,4613000.0,3844.1666666666665,0
Built-up  Area,Ready To Move,Koramangala,3 BHK,,1750,3.0,1.0,130.0,3,1750.0,13000000.0,7428.571428571428,1
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1.0,1.0,35.0,2,545.0,3500000.0,6422.018348623853,1
Plot  Area,Ready To Move,BEL Layout,2 Bedroom,,1375,2.0,1.0,105.0,2,1375.0,10500000.0,7636.363636363636,1
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Chllsev,1313,2.0,2.0,66.5,2,1313.0,6650000.0,5064.737242955065,1
Plot  Area,Ready To Move,Attibele,4 Bedroom,,3640,4.0,1.0,275.0,4,3640.0,27500000.0,7554.945054945055,1
Super built-up  Area,20-Dec,Akshayanagara East,3 BHK,,1693,3.0,2.0,108.0,3,1693.0,10800000.0,6379.208505611341,0
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1160,2.0,1.0,41.75,2,1160.0,4175000.0,3599.137931034483,1
Plot  Area,Ready To Move,Sri Kanteshwara Nagar,3 Bedroom,,1200,3.0,0.0,200.0,3,1200.0,20000000.0,16666.666666666668,1
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1255,2.0,2.0,79.0,3,1255.0,7900000.0,6294.820717131474,1
Plot  Area,Ready To Move,KR Puram,4 Bedroom,,1000,4.0,1.0,75.0,4,1000.0,7500000.0,7500.0,1
Built-up  Area,Ready To Move,Bellari Road,2 BHK,Pralmat,900,2.0,1.0,45.0,2,900.0,4500000.0,5000.0,1
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1700,3.0,2.0,90.0,3,1700.0,9000000.0,5294.117647058823,1
Carpet  Area,Ready To Move,Indira Nagar,3 BHK,Gonorir,1875,3.0,1.0,180.0,3,1875.0,18000000.0,9600.0,1
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1700,3.0,2.0,88.0,3,1700.0,8800000.0,5176.470588235294,1
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1749,3.0,2.0,115.0,3,1749.0,11500000.0,6575.18582046884,1
Plot  Area,Ready To Move,Dasanapura,2 Bedroom,,1500,3.0,1.0,65.0,2,1500.0,6500000.0,4333.333333333333,1
Super built-up  Area,Ready To Move,Varanasi,2 BHK,,1175,2.0,1.0,48.0,2,1175.0,4800000.0,4085.1063829787236,1
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1280,2.0,1.0,60.0,2,1280.0,6000000.0,4687.5,1
Built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,Krllael,1200,2.0,2.0,50.0,2,1200.0,5000000.0,4166.666666666667,1
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0,3,1610.0,11500000.0,7142.857142857143,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,46.0,2,1070.0,4600000.0,4299.065420560748,1
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,0.0,66.0,2,1200.0,6600000.0,5500.0,1
Super built-up  Area,19-Dec,9th Phase JP Nagar,2 BHK,,1127,2.0,1.0,50.0,2,1127.0,5000000.0,4436.557231588287,0
Built-up  Area,Ready To Move,Indira Nagar,2 BHK,VKvenas,1210,2.0,1.0,102.0,2,1210.0,10200000.0,8429.752066115703,1
Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,600,2.0,1.0,23.0,2,600.0,2300000.0,3833.3333333333335,1
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4190,4.0,3.0,380.0,4,4190.0,38000000.0,9069.212410501194,1
Super built-up  Area,Ready To Move,Tata Nagar,2 BHK,Shensit,1364,2.0,2.0,70.0,2,1364.0,7000000.0,5131.964809384164,1
Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2268,3.0,0.0,146.0,4,2268.0,14600000.0,6437.389770723104,1
Super built-up  Area,Ready To Move,RK Layout 2nd Stage,3 BHK,,1150,2.0,2.0,77.5,3,1150.0,7750000.0,6739.130434782609,1
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,,1146,2.0,1.0,39.5,2,1146.0,3950000.0,3446.7713787085513,1
Built-up  Area,Ready To Move,Magadi Road,2 BHK,DSellil,1345,2.0,2.0,55.0,2,1345.0,5500000.0,4089.2193308550186,1
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,41.0,2,1110.0,4100000.0,3693.6936936936936,1
Built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,36.0,2,750.0,3600000.0,4800.0,1
Built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1156,2.0,2.0,49.5,2,1156.0,4950000.0,4282.006920415225,1
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ARvasV ,1247,2.0,1.0,59.8,2,1247.0,5980000.0,4795.50922213312,1
Super built-up  Area,Ready To Move,Mangammanapalya,2 BHK,,1058,2.0,2.0,60.0,2,1058.0,6000000.0,5671.077504725898,1
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,48.0,2,950.0,4800000.0,5052.631578947368,1
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,420,2.0,0.0,35.0,2,420.0,3500000.0,8333.333333333334,1
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1520,2.0,1.0,103.0,3,1520.0,10300000.0,6776.315789473684,0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1215,2.0,2.0,58.86,2,1215.0,5886000.0,4844.444444444444,1
Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,,900,1.0,1.0,30.0,1,900.0,3000000.0,3333.3333333333335,1
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2350,3.0,2.0,174.0,3,2350.0,17400000.0,7404.255319148936,1
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1050,2.0,2.0,46.0,2,1050.0,4600000.0,4380.952380952381,1
Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,Sorisa ,1672,3.0,2.0,150.0,3,1672.0,15000000.0,8971.291866028709,1
Plot  Area,Ready To Move,Laggere,5 Bedroom,,2800,5.0,2.0,125.0,5,2800.0,12500000.0,4464.285714285715,1
Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,,1500,2.0,2.0,65.0,3,1500.0,6500000.0,4333.333333333333,1
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,,1400,2.0,2.0,65.0,2,1400.0,6500000.0,4642.857142857143,1
Plot  Area,18-May,Whitefield,4 Bedroom,Prtates,500Sq. Yards,4.0,2.0,378.0,4,4500.0,37800000.0,8400.0,0
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,2700,4.0,2.0,130.0,4,2700.0,13000000.0,4814.814814814815,1
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,920,2.0,1.0,37.46,2,920.0,3746000.0,4071.7391304347825,0
Plot  Area,18-Feb,Sarjapur  Road,3 Bedroom,Cetattu,1200,3.0,2.0,70.0,3,1200.0,7000000.0,5833.333333333333,0
Built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,Mancy R,1250,3.0,2.0,139.0,3,1250.0,13900000.0,11120.0,1
Super built-up  Area,18-Mar,Hosakerehalli,3 BHK,SoageHe,1817,4.0,2.0,153.0,3,1817.0,15300000.0,8420.473307649972,0
Plot  Area,Ready To Move,Cooke Town,5 Bedroom,,2043,6.0,2.0,375.0,5,2043.0,37500000.0,18355.359765051395,1
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0,2,1140.0,4600000.0,4035.0877192982457,1
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,,4346,4.0,1.0,450.0,4,4346.0,45000000.0,10354.348826507134,1
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NRowse ,1464,2.0,2.0,56.0,2,1464.0,5600000.0,3825.136612021858,1
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1468,3.0,2.0,130.0,2,1468.0,13000000.0,8855.58583106267,1
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1555,2.0,1.0,82.0,3,1555.0,8200000.0,5273.311897106109,1
Plot  Area,Ready To Move,Munnekollal,6 Bedroom,,1200,4.0,2.0,110.0,6,1200.0,11000000.0,9166.666666666666,1
Built-up  Area,Ready To Move,Whitefield,2 BHK,SNadeAr,1150,2.0,0.0,55.0,2,1150.0,5500000.0,4782.608695652174,1
Super built-up  Area,19-Oct,Kadubeesanahalli,2 BHK,,970,2.0,1.0,35.0,2,970.0,3500000.0,3608.2474226804125,0
Super built-up  Area,18-May,Banashankari,4 BHK,,2500,4.0,3.0,95.0,4,2500.0,9500000.0,3800.0,0
Super built-up  Area,Ready To Move,Seetharampalya,2 BHK,Mazler ,1166,2.0,1.0,53.0,2,1166.0,5300000.0,4545.454545454545,1
Plot  Area,Ready To Move,Konanakunte,3 Bedroom,Prasa W,2779,3.0,1.0,317.0,3,2779.0,31700000.0,11406.980928391507,1
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Palleon,1350,3.0,2.0,58.0,3,1350.0,5800000.0,4296.2962962962965,1
Built-up  Area,Ready To Move,Mariyannapalya,2 BHK,,900,2.0,3.0,46.0,2,900.0,4600000.0,5111.111111111111,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0,3,1300.0,5200000.0,4000.0,1
Built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,SoersTo,1190,3.0,1.0,55.0,3,1190.0,5500000.0,4621.848739495798,1
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Suntsan,1495,2.0,2.0,75.0,3,1495.0,7500000.0,5016.722408026756,1
Built-up  Area,Ready To Move,Indira Nagar,2 BHK,Riousd ,1224,2.0,2.0,105.0,2,1224.0,10500000.0,8578.43137254902,1
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Mandsi ,1350,2.0,2.0,68.0,3,1350.0,6800000.0,5037.037037037037,1
Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Mazzo P,940,2.0,1.0,56.8,2,940.0,5680000.0,6042.553191489362,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,DwntsAp,1100,2.0,1.0,55.0,2,1100.0,5500000.0,5000.0,1
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,Sheurre,1300,2.0,2.0,61.0,2,1300.0,6100000.0,4692.307692307692,1
Built-up  Area,Ready To Move,Palace Road,3 BHK,,1480,2.0,0.0,145.0,3,1480.0,14500000.0,9797.297297297297,1
Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1105,2.0,2.0,46.37,2,1105.0,4637000.0,4196.380090497738,1
Plot  Area,17-Jun,Sarjapur  Road,3 Bedroom,AztheBr,2600,3.0,2.0,200.0,3,2600.0,20000000.0,7692.307692307692,0
Super built-up  Area,21-Mar,Yelahanka,3 BHK,Goues A,1517,3.0,2.0,76.3,3,1517.0,7630000.0,5029.663810151615,0
Built-up  Area,Ready To Move,Horamavu Banaswadi,6 Bedroom,,3800,8.0,0.0,200.0,6,3800.0,20000000.0,5263.1578947368425,1
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,1615,3.0,2.0,89.75,3,1615.0,8975000.0,5557.275541795666,1
Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,,1500,3.0,2.0,65.0,3,1500.0,6500000.0,4333.333333333333,1
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1082,3.0,1.0,50.5,3,1082.0,5050000.0,4667.28280961183,1
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Vaoodar,1365,2.0,2.0,73.0,2,1365.0,7300000.0,5347.985347985348,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1000,2.0,3.0,25.0,2,1000.0,2500000.0,2500.0,1
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Pu270a ,1392,2.0,1.0,98.0,2,1392.0,9800000.0,7040.229885057472,1
Super built-up  Area,18-Apr,Kodigehalli,2 BHK,,1086,2.0,1.0,33.66,2,1086.0,3365999.9999999995,3099.4475138121543,0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1586,3.0,3.0,93.94,3,1586.0,9394000.0,5923.076923076923,1
Built-up  Area,Ready To Move,Hennur,2 BHK,,1100,2.0,1.0,60.0,2,1100.0,6000000.0,5454.545454545455,1
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.75,2,1065.0,3075000.0,2887.323943661972,0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1500,2.0,1.0,120.0,3,1500.0,12000000.0,8000.0,1
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,120.0,3,1575.0,12000000.0,7619.047619047619,1
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,1975,3.0,3.0,123.0,3,1975.0,12300000.0,6227.848101265823,1
Super built-up  Area,Ready To Move,Nelamangala,2 BHK,,820,2.0,2.0,24.0,2,820.0,2400000.0,2926.829268292683,1
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,110.0,3,1745.0,11000000.0,6303.7249283667625,1
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,SVdhaig,1223,2.0,1.0,60.0,2,1223.0,6000000.0,4905.968928863451,1
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,,1200,2.0,1.0,65.0,3,1200.0,6500000.0,5416.666666666667,1
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Niine J,1200,2.0,0.0,90.0,2,1200.0,9000000.0,7500.0,1
Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,665,1.0,1.0,46.08,1,665.0,4608000.0,6929.3233082706765,0
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351,2.0,2.0,70.0,2,1351.0,7000000.0,5181.347150259067,1
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,3,1355.0,8387000.0,6189.667896678967,0
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,,3900,3.0,2.0,300.0,3,3900.0,30000000.0,7692.307692307692,1
Super built-up  Area,18-Nov,Thanisandra,3 BHK,,1588,3.0,1.0,75.55,3,1588.0,7555000.0,4757.556675062972,0
